"Portland, OR","Miami, FL",3259
"Portland, OR","Boston, MA",3088
"Portland, OR","Los Angles, CA",964
"Portland, OR","New York, NY",2895
"Portland, OR","San Francisco, CA",635
"Portland, OR","Atlanta, GA",2597
"Portland, OR","Brooklyn, NY",2899
"Portland, OR","Charlotte, NC",2758
"Portland, OR","Chicago, IL",2121
"Portland, OR","Cleveland, OH",2450
"Portland, OR","Dallas, TX",2018
"Portland, OR","Denver, CO",1241
"Portland, OR","Detroit, MI",2386
"Portland, OR","Houston, TX",2251
"Portland, OR","Indianapolis, IN",2247
"Portland, OR","Memphis, TN",2249
"Portland, OR","Oklahoma City, OK",1909
"Portland, OR","Milwaukee, WI",2064
"Portland, OR","Minneapolis, MN",1728
"Portland, OR","New Orleans, LA",2507
"Portland, OR","Orlando, FL",3036
"Portland, OR","Philadelphia, PA",2864
"Portland, OR","Phoenix, AZ",1271
"Portland, OR","Portland, OR",2
"Portland, OR","Sacramento, CA",579
"Portland, OR","San Antonio, TX",2077
"Portland, OR","Toronto, Ontario",2624
"Portland, OR","Salt Lake City, UT",766
"Portland, OR","Washington, D.C",2806
"Sacramento, CA","Miami, FL",3036
"Sacramento, CA","Boston, MA",3042
"Sacramento, CA","Los Angles, CA",386
"Sacramento, CA","New York, NY",2848
"Sacramento, CA","San Francisco, CA",88
"Sacramento, CA","Atlanta, GA",2467
"Sacramento, CA","Brooklyn, NY",2853
"Sacramento, CA","Charlotte, NC",2705
"Sacramento, CA","Chicago, IL",2075
"Sacramento, CA","Cleveland, OH",2404
"Sacramento, CA","Dallas, TX",1727
"Sacramento, CA","Denver, CO",1120
"Sacramento, CA","Detroit, MI",2340
"Sacramento, CA","Houston, TX",1930
"Sacramento, CA","Indianapolis, IN",2201
"Sacramento, CA","Memphis, TN",2085
"Sacramento, CA","Oklahoma City, OK",1620
"Sacramento, CA","Milwaukee, WI",2116
"Sacramento, CA","Minneapolis, MN",1920
"Sacramento, CA","New Orleans, LA",2216
"Sacramento, CA","Orlando, FL",2813
"Sacramento, CA","Philadelphia, PA",2818
"Sacramento, CA","Phoenix, AZ",755
"Sacramento, CA","Portland, OR",579
"Sacramento, CA","Sacramento, CA",2
"Sacramento, CA","San Antonio, TX",1734
"Sacramento, CA","Toronto, Ontario",2578
"Sacramento, CA","Salt Lake City, UT",678
"Sacramento, CA","Washington, D.C",2760
"San Antonio, TX","Miami, FL",1382
"San Antonio, TX","Boston, MA",2033
"San Antonio, TX","Los Angles, CA",1353
"San Antonio, TX","New York, NY",1821
"San Antonio, TX","San Francisco, CA",1733
"San Antonio, TX","Atlanta, GA",988
"San Antonio, TX","Brooklyn, NY",1830
"San Antonio, TX","Charlotte, NC",1232
"San Antonio, TX","Chicago, IL",1241
"San Antonio, TX","Cleveland, OH",1455
"San Antonio, TX","Dallas, TX",273
"San Antonio, TX","Denver, CO",921
"San Antonio, TX","Detroit, MI",1458
"San Antonio, TX","Houston, TX",197
"San Antonio, TX","Indianapolis, IN",1172
"San Antonio, TX","Memphis, TN",725
"San Antonio, TX","Oklahoma City, OK",466
"San Antonio, TX","Milwaukee, WI",1275
"San Antonio, TX","Minneapolis, MN",1251
"San Antonio, TX","New Orleans, LA",543
"San Antonio, TX","Orlando, FL",1158
"San Antonio, TX","Philadelphia, PA",1740
"San Antonio, TX","Phoenix, AZ",981
"San Antonio, TX","Portland, OR",2077
"San Antonio, TX","Sacramento, CA",1735
"San Antonio, TX","San Antonio, TX",2
"San Antonio, TX","Toronto, Ontario",1687
"San Antonio, TX","Salt Lake City, UT",1312
"San Antonio, TX","Washington, D.C",1601
"Toronto, Ontario","Miami, FL",1494
"Toronto, Ontario","Boston, MA",553
"Toronto, Ontario","Los Angles, CA",2533
"Toronto, Ontario","New York, NY",494
"Toronto, Ontario","San Francisco, CA",2674
"Toronto, Ontario","Atlanta, GA",956
"Toronto, Ontario","Brooklyn, NY",498
"Toronto, Ontario","Charlotte, NC",763
"Toronto, Ontario","Chicago, IL",523
"Toronto, Ontario","Cleveland, OH",293
"Toronto, Ontario","Dallas, TX",1424
"Toronto, Ontario","Denver, CO",1514
"Toronto, Ontario","Detroit, MI",233
"Toronto, Ontario","Houston, TX",1539
"Toronto, Ontario","Indianapolis, IN",519
"Toronto, Ontario","Memphis, TN",978
"Toronto, Ontario","Oklahoma City, OK",1263
"Toronto, Ontario","Milwaukee, WI",614
"Toronto, Ontario","Minneapolis, MN",933
"Toronto, Ontario","New Orleans, LA",1304
"Toronto, Ontario","Orlando, FL",1289
"Toronto, Ontario","Philadelphia, PA",501
"Toronto, Ontario","Phoenix, AZ",2228
"Toronto, Ontario","Portland, OR",2639
"Toronto, Ontario","Sacramento, CA",2588
"Toronto, Ontario","San Antonio, TX",1698
"Toronto, Ontario","Toronto, Ontario",2
"Toronto, Ontario","Salt Lake City, UT",1911
"Toronto, Ontario","Washington, D.C",486
"Salt Lake City, UT","Miami, FL",2538
"Salt Lake City, UT","Boston, MA",2367
"Salt Lake City, UT","Los Angles, CA",689
"Salt Lake City, UT","New York, NY",2173
"Salt Lake City, UT","San Francisco, CA",764
"Salt Lake City, UT","Atlanta, GA",1875
"Salt Lake City, UT","Brooklyn, NY",2177
"Salt Lake City, UT","Charlotte, NC",2036
"Salt Lake City, UT","Chicago, IL",1399
"Salt Lake City, UT","Cleveland, OH",1728
"Salt Lake City, UT","Dallas, TX",1243
"Salt Lake City, UT","Denver, CO",519
"Salt Lake City, UT","Detroit, MI",1664
"Salt Lake City, UT","Houston, TX",1477
"Salt Lake City, UT","Indianapolis, IN",1525
"Salt Lake City, UT","Memphis, TN",1527
"Salt Lake City, UT","Oklahoma City, OK",1187
"Salt Lake City, UT","Milwaukee, WI",1440
"Salt Lake City, UT","Minneapolis, MN",1244
"Salt Lake City, UT","New Orleans, LA",1732
"Salt Lake City, UT","Orlando, FL",2314
"Salt Lake City, UT","Philadelphia, PA",2142
"Salt Lake City, UT","Phoenix, AZ",663
"Salt Lake City, UT","Portland, OR",767
"Salt Lake City, UT","Sacramento, CA",679
"Salt Lake City, UT","San Antonio, TX",1313
"Salt Lake City, UT","Toronto, Ontario",1902
"Salt Lake City, UT","Salt Lake City, UT",2
"Salt Lake City, UT","Washington, D.C",2084
"Washington, D.C","Miami, FL",1052
"Washington, D.C","Boston, MA",441
"Washington, D.C","Los Angles, CA",2669
"Washington, D.C","New York, NY",228
"Washington, D.C","San Francisco, CA",2840
"Washington, D.C","Atlanta, GA",641
"Washington, D.C","Brooklyn, NY",233
"Washington, D.C","Charlotte, NC",400
"Washington, D.C","Chicago, IL",700
"Washington, D.C","Cleveland, OH",371
"Washington, D.C","Dallas, TX",1328
"Washington, D.C","Denver, CO",1660
"Washington, D.C","Detroit, MI",524
"Washington, D.C","Houston, TX",1408
"Washington, D.C","Indianapolis, IN",576
"Washington, D.C","Memphis, TN",876
"Washington, D.C","Oklahoma City, OK",1342
"Washington, D.C","Milwaukee, WI",790
"Washington, D.C","Minneapolis, MN",1107
"Washington, D.C","New Orleans, LA",1086
"Washington, D.C","Orlando, FL",847
"Washington, D.C","Philadelphia, PA",142
"Washington, D.C","Phoenix, AZ",2300
"Washington, D.C","Portland, OR",2804
"Washington, D.C","Sacramento, CA",2754
"Washington, D.C","San Antonio, TX",1603
"Washington, D.C","Toronto, Ontario",481
"Washington, D.C","Salt Lake City, UT",2081
"Washington, D.C","Washington, D.C",2
