"New Orleans, LA","Denver, CO",1282
"New Orleans, LA","Detroit, MI",1064
"New Orleans, LA","Houston, TX",348
"New Orleans, LA","Indianapolis, IN",819
"New Orleans, LA","Memphis, TN",395
"New Orleans, LA","Oklahoma City, OK",695
"New Orleans, LA","Milwaukee, WI",1016
"New Orleans, LA","Minneapolis, MN",1223
"New Orleans, LA","New Orleans, LA",2
"New Orleans, LA","Orlando, FL",639
"New Orleans, LA","Philadelphia, PA",1223
"New Orleans, LA","Phoenix, AZ",1520
"New Orleans, LA","Portland, OR",2522
"New Orleans, LA","Sacramento, CA",2215
"New Orleans, LA","San Antonio, TX",543
"New Orleans, LA","Toronto, Ontario",1294
"New Orleans, LA","Salt Lake City, UT",1732
"New Orleans, LA","Washington, D.C",#ERROR!
"Orlando, FL","Miami, FL",235
"Orlando, FL","Boston, MA",1283
"Orlando, FL","Los Angles, CA",2507
"Orlando, FL","New York, NY",1071
"Orlando, FL","San Francisco, CA",2818
"Orlando, FL","Atlanta, GA",438
"Orlando, FL","Brooklyn, NY",1075
"Orlando, FL","Charlotte, NC",524
"Orlando, FL","Chicago, IL",1158
"Orlando, FL","Cleveland, OH",1037
"Orlando, FL","Dallas, TX",1089
"Orlando, FL","Denver, CO",1840
"Orlando, FL","Detroit, MI",1160
"Orlando, FL","Houston, TX",963
"Orlando, FL","Indianapolis, IN",972
"Orlando, FL","Memphis, TN",828
"Orlando, FL","Oklahoma City, OK",1294
"Orlando, FL","Milwaukee, WI",1248
"Orlando, FL","Minneapolis, MN",1568
"Orlando, FL","New Orleans, LA",640
"Orlando, FL","Orlando, FL",2
"Orlando, FL","Philadelphia, PA",985
"Orlando, FL","Phoenix, AZ",2135
"Orlando, FL","Portland, OR",3037
"Orlando, FL","Sacramento, CA",2812
"Orlando, FL","San Antonio, TX",1158
"Orlando, FL","Toronto, Ontario",1279
"Orlando, FL","Salt Lake City, UT",2314
"Orlando, FL","Washington, D.C",846
"Philadelphia, PA","Miami, FL",1192
"Philadelphia, PA","Boston, MA",307
"Philadelphia, PA","Los Angles, CA",2711
"Philadelphia, PA","New York, NY",94
"Philadelphia, PA","San Francisco, CA",2899
"Philadelphia, PA","Atlanta, GA",779
"Philadelphia, PA","Brooklyn, NY",98
"Philadelphia, PA","Charlotte, NC",540
"Philadelphia, PA","Chicago, IL",760
"Philadelphia, PA","Cleveland, OH",431
"Philadelphia, PA","Dallas, TX",1467
"Philadelphia, PA","Denver, CO",1727
"Philadelphia, PA","Detroit, MI",584
"Philadelphia, PA","Houston, TX",1547
"Philadelphia, PA","Indianapolis, IN",643
"Philadelphia, PA","Memphis, TN",1015
"Philadelphia, PA","Oklahoma City, OK",1383
"Philadelphia, PA","Milwaukee, WI",850
"Philadelphia, PA","Minneapolis, MN",1167
"Philadelphia, PA","New Orleans, LA",1225
"Philadelphia, PA","Orlando, FL",987
"Philadelphia, PA","Philadelphia, PA",2
"Philadelphia, PA","Phoenix, AZ",2342
"Philadelphia, PA","Portland, OR",2864
"Philadelphia, PA","Sacramento, CA",2814
"Philadelphia, PA","San Antonio, TX",1742
"Philadelphia, PA","Toronto, Ontario",498
"Philadelphia, PA","Salt Lake City, UT",2141
"Philadelphia, PA","Washington, D.C",139
"Phoenix, AZ","Miami, FL",2362
"Phoenix, AZ","Boston, MA",2648
"Phoenix, AZ","Los Angles, CA",372
"Phoenix, AZ","New York, NY",2408
"Phoenix, AZ","San Francisco, CA",752
"Phoenix, AZ","Atlanta, GA",1806
"Phoenix, AZ","Brooklyn, NY",2430
"Phoenix, AZ","Charlotte, NC",2044
"Phoenix, AZ","Chicago, IL",1753
"Phoenix, AZ","Cleveland, OH",2015
"Phoenix, AZ","Dallas, TX",1065
"Phoenix, AZ","Denver, CO",821
"Phoenix, AZ","Detroit, MI",1985
"Phoenix, AZ","Houston, TX",1176
"Phoenix, AZ","Indianapolis, IN",1698
"Phoenix, AZ","Memphis, TN",1425
"Phoenix, AZ","Oklahoma City, OK",959
"Phoenix, AZ","Milwaukee, WI",1829
"Phoenix, AZ","Minneapolis, MN",1644
"Phoenix, AZ","New Orleans, LA",1522
"Phoenix, AZ","Orlando, FL",2138
"Phoenix, AZ","Philadelphia, PA",2341
"Phoenix, AZ","Phoenix, AZ",2
"Phoenix, AZ","Portland, OR",1333
"Phoenix, AZ","Sacramento, CA",755
"Phoenix, AZ","San Antonio, TX",981
"Phoenix, AZ","Toronto, Ontario",2214
"Phoenix, AZ","Salt Lake City, UT",663
"Phoenix, AZ","Washington, D.C",2301
